Name,Age,Occupation,PAN_Card,Aadhar_Card,Bank_Account_No,Marital_Status,Children (Yes/No),Reported_Income,Interest_Income,Business_Income,Capital_Gains,Other_Income,Educational_Expenses,Healthcare_Costs,Lifestyle_Expenditure,Other_Expenses,Bank_Debited,Credit_Card_Debited,Actual_Income
Name7264,28,Salaried,PAN7264X,Aadhar7264,BankAcc7264,Single,Yes,1087677,108768,217535,0,163152,87014,76137,130521,108768,54384,32630,1199889
Name7265,38,Business,PAN7265X,Aadhar7265,BankAcc7265,Single,Yes,1112060,0,222412,55603,166809,88965,77844,133447,111206,55603,33362,1224272
Name7266,78,Self-employed,PAN7266X,Aadhar7266,BankAcc7266,Single,Yes,368604,36860,0,0,0,29488,0,44232,0,18430,11058,480816
Name7267,83,Salaried,PAN7267X,Aadhar7267,BankAcc7267,Married,No,32679,3268,6536,1634,4902,2614,0,3921,3268,1634,980,144891
Name7268,47,Business,PAN7268X,Aadhar7268,BankAcc7268,Single,No,1468974,146897,293795,73449,0,117518,102828,176277,146897,73449,44069,1581186
Name7269,61,Business,PAN7269X,Aadhar7269,BankAcc7269,Single,No,1688132,168813,337626,0,253220,135051,0,202576,168813,84407,0,1800344
Name7270,86,Business,PAN7270X,Aadhar7270,BankAcc7270,Single,No,228359,22836,45672,11418,34254,18269,15985,27403,0,11418,6851,340571
Name7271,90,Self-employed,PAN7271X,Aadhar7271,BankAcc7271,Single,Yes,1057905,0,211581,52895,158686,0,74053,126949,105790,52895,31737,1170117
Name7272,25,Self-employed,PAN7272X,Aadhar7272,BankAcc7272,Single,Yes,1127185,0,225437,56359,169078,90175,78903,0,0,56359,33816,1239397
Name7273,26,Self-employed,PAN7273X,Aadhar7273,BankAcc7273,Single,Yes,1625710,162571,325142,81286,243856,130057,113800,0,0,81286,48771,1737922
Name7274,30,Salaried,PAN7274X,Aadhar7274,BankAcc7274,Married,Yes,258017,25802,0,12901,38703,0,18061,30962,25802,12901,7741,370229
Name7275,22,Business,PAN7275X,Aadhar7275,BankAcc7275,Single,No,1232747,0,0,61637,184912,98620,86292,147930,0,61637,36982,1344959
Name7276,49,Salaried,PAN7276X,Aadhar7276,BankAcc7276,Single,No,751392,75139,150278,37570,112709,60111,52597,90167,0,37570,22542,863604
Name7277,90,Self-employed,PAN7277X,Aadhar7277,BankAcc7277,Single,No,811695,81170,162339,40585,0,64936,56819,97403,0,40585,24351,923907
Name7278,29,Self-employed,PAN7278X,Aadhar7278,BankAcc7278,Married,No,654278,65428,0,32714,98142,52342,45799,0,65428,32714,19628,766490
Name7279,56,Self-employed,PAN7279X,Aadhar7279,BankAcc7279,Single,No,26112,0,5222,1306,0,2089,1828,3133,2611,1306,783,138324
Name7280,58,Self-employed,PAN7280X,Aadhar7280,BankAcc7280,Married,Yes,1602096,160210,320419,80105,240314,128168,112147,0,160210,80105,48063,1714308
Name7281,61,Business,PAN7281X,Aadhar7281,BankAcc7281,Married,Yes,1638774,163877,327755,0,245816,131102,114714,196653,163877,81939,49163,1750986
Name7282,94,Business,PAN7282X,Aadhar7282,BankAcc7282,Married,Yes,1297653,129765,0,0,194648,0,90836,155718,129765,0,38930,1409865
Name7283,23,Self-employed,PAN7283X,Aadhar7283,BankAcc7283,Married,Yes,1370290,137029,274058,0,205544,109623,95920,164435,137029,68514,41109,1482502
Name7284,43,Salaried,PAN7284X,Aadhar7284,BankAcc7284,Single,No,1156303,115630,231261,57815,173445,92504,80941,138756,,57815,34689,1268515
Name7285,32,Salaried,PAN7285X,Aadhar7285,BankAcc7285,Single,Yes,1117227,111723,223445,55861,167584,89378,78206,134067,111723,55861,33517,1229439
Name7286,24,Salaried,PAN7286X,Aadhar7286,BankAcc7286,Married,No,1758403,175840,351681,87920,0,140672,123088,211008,175840,87920,52752,1870615
Name7287,40,Salaried,PAN7287X,Aadhar7287,BankAcc7287,Married,No,1343569,0,268714,0,0,107486,94050,161228,134357,67178,40307,1455781
Name7288,41,Salaried,PAN7288X,Aadhar7288,BankAcc7288,Married,Yes,519213,0,103843,25961,77882,41537,36345,62306,51921,25961,15576,631425
Name7289,62,Business,PAN7289X,Aadhar7289,BankAcc7289,Single,Yes,638861,63886,127772,31943,95829,0,44720,76663,63886,31943,19166,751073
Name7290,62,Self-employed,PAN7290X,Aadhar7290,BankAcc7290,Single,No,1551305,155130,310261,77565,232696,124104,108591,0,155130,77565,46539,1663517
Name7291,85,Business,PAN7291X,Aadhar7291,BankAcc7291,Married,Yes,1536357,153636,307271,76818,0,122909,107545,184363,0,76818,46091,1648569
Name7292,77,Business,PAN7292X,Aadhar7292,BankAcc7292,Single,No,1233776,123378,0,61689,185066,98702,86364,148053,123378,61689,37013,1345988
Name7293,64,Business,PAN7293X,Aadhar7293,BankAcc7293,Single,No,532086,53209,106417,26604,79813,0,37246,0,53209,26604,15963,644298
Name7294,98,Self-employed,PAN7294X,Aadhar7294,BankAcc7294,Married,No,131059,13106,26212,6553,19659,10485,9174,15727,13106,0,3932,243271
Name7295,69,Self-employed,PAN7295X,Aadhar7295,BankAcc7295,Single,No,140481,14048,28096,7024,21072,11238,9834,16858,14048,7024,4214,252693
Name7296,67,Business,PAN7296X,Aadhar7296,BankAcc7296,Married,No,833927,0,166785,0,0,66714,0,100071,83393,41696,25018,946139
Name7297,99,Self-employed,PAN7297X,Aadhar7297,BankAcc7297,Married,Yes,1565327,0,0,78266,234799,125226,109573,187839,0,78266,46960,1677539
Name7298,38,Business,PAN7298X,Aadhar7298,BankAcc7298,Single,Yes,1270529,127053,254106,63526,190579,101642,88937,152463,127053,63526,38116,1382741
Name7299,59,Salaried,PAN7299X,Aadhar7299,BankAcc7299,Married,No,530164,53016,106033,26508,79525,42413,37111,63620,53016,26508,15905,642376
Name7300,72,Business,PAN7300X,Aadhar7300,BankAcc7300,Married,No,1743896,174390,348779,87195,261584,139512,122073,209268,174390,87195,52317,1856108
Name7301,51,Self-employed,PAN7301X,Aadhar7301,BankAcc7301,Single,No,1357898,135790,271580,0,203685,108632,95053,0,135790,67895,40737,1470110
Name7302,52,Salaried,PAN7302X,Aadhar7302,BankAcc7302,Married,No,631114,0,126223,31556,94667,50489,44178,0,63111,31556,18933,743326
Name7303,62,Business,PAN7303X,Aadhar7303,BankAcc7303,Single,No,1209054,0,241811,0,181358,96724,84634,145086,,60453,0,1321266
Name7304,48,Self-employed,PAN7304X,Aadhar7304,BankAcc7304,Married,Yes,1624810,0,324962,81240,0,129985,113737,194977,162481,81240,48744,1737022
Name7305,53,Salaried,PAN7305X,Aadhar7305,BankAcc7305,Single,Yes,1123081,112308,224616,56154,168462,89846,78616,0,112308,56154,33692,1235293
Name7306,39,Self-employed,PAN7306X,Aadhar7306,BankAcc7306,Married,Yes,697519,0,0,34876,104628,0,48826,83702,0,34876,20926,809731
Name7307,46,Self-employed,PAN7307X,Aadhar7307,BankAcc7307,Married,Yes,637261,63726,127452,31863,0,50981,44608,76471,63726,31863,19118,749473
Name7308,47,Self-employed,PAN7308X,Aadhar7308,BankAcc7308,Married,Yes,1750785,175078,350157,0,262618,140063,122555,210094,175078,87539,52524,1862997
Name7309,24,Self-employed,PAN7309X,Aadhar7309,BankAcc7309,Single,No,1496435,149644,299287,0,224465,0,104750,179572,149644,74822,44893,1608647
Name7310,58,Self-employed,PAN7310X,Aadhar7310,BankAcc7310,Married,No,1709079,0,341816,0,256362,136726,119636,205089,170908,85454,51272,1821291
Name7311,95,Business,PAN7311X,Aadhar7311,BankAcc7311,Single,No,35418,3542,0,1771,5313,2833,0,4250,0,1771,1063,147630
Name7312,71,Business,PAN7312X,Aadhar7312,BankAcc7312,Single,Yes,359626,35963,0,17981,53944,28770,25174,43155,35963,17981,10789,471838
Name7313,68,Self-employed,PAN7313X,Aadhar7313,BankAcc7313,Single,No,1715494,171549,343099,0,257324,137240,120085,205859,171549,85775,51465,1827706
Name7314,60,Business,PAN7314X,Aadhar7314,BankAcc7314,Single,Yes,1398364,0,279673,69918,209755,111869,97885,167804,139836,69918,41951,1510576
Name7315,100,Self-employed,PAN7315X,Aadhar7315,BankAcc7315,Single,No,564252,56425,112850,28213,84638,45140,39498,67710,0,28213,16928,676464
Name7316,85,Business,PAN7316X,Aadhar7316,BankAcc7316,Single,No,340751,34075,0,17038,51113,27260,23853,40890,34075,0,10223,452963
Name7317,77,Business,PAN7317X,Aadhar7317,BankAcc7317,Married,No,766398,76640,153280,38320,0,61312,53648,0,76640,38320,22992,878610
Name7318,56,Self-employed,PAN7318X,Aadhar7318,BankAcc7318,Married,No,26169,2617,5234,1308,0,2094,1832,3140,0,1308,785,138381
Name7319,97,Salaried,PAN7319X,Aadhar7319,BankAcc7319,Married,Yes,99225,9922,19845,4961,14884,7938,6946,11907,9922,4961,2977,211437
Name7320,88,Self-employed,PAN7320X,Aadhar7320,BankAcc7320,Single,No,1318776,0,263755,0,197816,105502,0,158253,131878,65939,39563,1430988
Name7321,30,Business,PAN7321X,Aadhar7321,BankAcc7321,Single,No,1632171,0,0,0,244826,130574,114252,195861,163217,81609,48965,1744383
Name7322,75,Self-employed,PAN7322X,Aadhar7322,BankAcc7322,Single,Yes,971538,97154,0,48577,0,77723,68008,116585,0,48577,29146,1083750
Name7323,57,Business,PAN7323X,Aadhar7323,BankAcc7323,Married,No,1915789,0,0,95789,287368,153263,0,229895,191579,95789,57474,2028001
Name7324,78,Business,PAN7324X,Aadhar7324,BankAcc7324,Married,No,861956,86196,172391,43098,0,68956,60337,103435,0,43098,25859,974168
Name7325,27,Salaried,PAN7325X,Aadhar7325,BankAcc7325,Single,No,947006,94701,0,0,142051,75760,66290,0,94701,47350,28410,1059218
Name7326,53,Salaried,PAN7326X,Aadhar7326,BankAcc7326,Married,Yes,1804859,0,0,90243,270729,144389,126340,0,180486,90243,54146,1917071
Name7327,36,Self-employed,PAN7327X,Aadhar7327,BankAcc7327,Single,Yes,1812379,0,362476,90619,271857,144990,126867,217485,181238,90619,54371,1924591
Name7328,70,Salaried,PAN7328X,Aadhar7328,BankAcc7328,Married,Yes,1435488,0,0,0,215323,114839,100484,172259,0,71774,43065,1547700
Name7329,98,Business,PAN7329X,Aadhar7329,BankAcc7329,Single,Yes,1241720,0,0,0,186258,99338,86920,149006,124172,62086,37252,1353932
Name7330,77,Self-employed,PAN7330X,Aadhar7330,BankAcc7330,Single,Yes,1467235,146724,293447,73362,0,117379,102706,176068,0,73362,44017,1579447
Name7331,37,Self-employed,PAN7331X,Aadhar7331,BankAcc7331,Single,Yes,621018,62102,124204,0,0,0,43471,0,62102,31051,18631,733230
Name7332,53,Salaried,PAN7332X,Aadhar7332,BankAcc7332,Single,No,1476239,147624,295248,73812,221436,0,0,177149,147624,73812,44287,1588451
Name7333,89,Business,PAN7333X,Aadhar7333,BankAcc7333,Single,No,1061083,106108,212217,0,0,0,74276,127330,106108,53054,0,1173295
Name7334,63,Salaried,PAN7334X,Aadhar7334,BankAcc7334,Married,No,1287314,128731,257463,0,193097,102985,90112,154478,128731,64366,38619,1399526
Name7335,54,Salaried,PAN7335X,Aadhar7335,BankAcc7335,Married,Yes,517920,51792,103584,0,77688,0,0,62150,51792,25896,15538,630132
Name7336,57,Business,PAN7336X,Aadhar7336,BankAcc7336,Married,Yes,470666,47067,94133,23533,70600,0,32947,56480,47067,23533,14120,582878
Name7337,80,Self-employed,PAN7337X,Aadhar7337,BankAcc7337,Single,No,273404,27340,0,13670,0,21872,19138,32808,27340,0,8202,385616
Name7338,71,Salaried,PAN7338X,Aadhar7338,BankAcc7338,Married,Yes,1190305,0,238061,59515,,95224,83321,142837,119030,59515,35709,1302517
Name7339,93,Self-employed,PAN7339X,Aadhar7339,BankAcc7339,Married,No,1741772,0,0,87089,261266,139342,121924,209013,0,87089,52253,1853984
Name7340,73,Salaried,PAN7340X,Aadhar7340,BankAcc7340,Married,Yes,896864,89686,179373,0,0,71749,62780,107624,89686,44843,26906,1009076
Name7341,80,Salaried,PAN7341X,Aadhar7341,BankAcc7341,Married,Yes,1039559,103956,207912,51978,155934,83165,72769,124747,103956,51978,0,1151771
Name7342,88,Salaried,PAN7342X,Aadhar7342,BankAcc7342,Single,No,1915308,191531,383062,95765,0,153225,0,229837,0,95765,57459,2027520
Name7343,66,Self-employed,PAN7343X,Aadhar7343,BankAcc7343,Married,No,1652953,0,330591,82648,247943,132236,115707,198354,165295,82648,49589,1765165
Name7344,23,Business,PAN7344X,Aadhar7344,BankAcc7344,Single,No,696016,0,139203,0,0,0,0,83522,0,0,20880,808228
Name7345,89,Self-employed,PAN7345X,Aadhar7345,BankAcc7345,Married,Yes,1872060,187206,374412,93603,0,149765,131044,224647,0,93603,56162,1984272
Name7346,26,Business,PAN7346X,Aadhar7346,BankAcc7346,Single,Yes,181208,18121,0,9060,27181,14497,12685,0,18121,9060,5436,293420
Name7347,74,Business,PAN7347X,Aadhar7347,BankAcc7347,Married,Yes,1668466,166847,0,0,250270,133477,0,200216,0,83423,0,1780678
Name7348,22,Salaried,PAN7348X,Aadhar7348,BankAcc7348,Married,No,1372141,137214,274428,0,0,109771,0,0,137214,68607,41164,1484353
Name7349,24,Salaried,PAN7349X,Aadhar7349,BankAcc7349,Married,Yes,1810643,181064,0,90532,271596,144851,0,217277,181064,90532,54319,1922855
Name7350,21,Self-employed,PAN7350X,Aadhar7350,BankAcc7350,Single,No,593403,59340,118681,29670,89010,0,0,,0,29670,17802,705615
Name7351,99,Self-employed,PAN7351X,Aadhar7351,BankAcc7351,Married,Yes,931477,0,186295,46574,139722,74518,65203,111777,93148,46574,27944,1043689
Name7352,37,Business,PAN7352X,Aadhar7352,BankAcc7352,Married,Yes,323141,32314,64628,0,48471,25851,0,38777,32314,16157,9694,435353
Name7353,28,Salaried,PAN7353X,Aadhar7353,BankAcc7353,Single,No,1106903,0,221381,55345,0,88552,77483,0,110690,55345,33207,1219115
Name7354,24,Self-employed,PAN7354X,Aadhar7354,BankAcc7354,Single,No,298937,29894,59787,0,44841,23915,20926,35872,29894,14947,8968,411149
Name7355,55,Business,PAN7355X,Aadhar7355,BankAcc7355,Single,Yes,861043,0,172209,43052,0,68883,60273,103325,86104,43052,25831,973255
Name7356,76,Salaried,PAN7356X,Aadhar7356,BankAcc7356,Married,Yes,271189,27119,54238,13559,40678,21695,18983,32543,0,13559,8136,383401
Name7357,91,Business,PAN7357X,Aadhar7357,BankAcc7357,Married,Yes,1609342,160934,321868,80467,0,128747,0,193121,160934,80467,48280,1721554
Name7358,86,Business,PAN7358X,Aadhar7358,BankAcc7358,Single,Yes,84030,8403,16806,4202,12604,6722,0,0,8403,4202,2521,196242
Name7359,41,Business,PAN7359X,Aadhar7359,BankAcc7359,Married,Yes,382560,0,76512,19128,57384,30605,26779,45907,0,19128,11477,494772
Name7360,65,Self-employed,PAN7360X,Aadhar7360,BankAcc7360,Married,No,1858577,185858,371715,92929,278787,0,130100,0,0,0,55757,1970789
Name7361,57,Self-employed,PAN7361X,Aadhar7361,BankAcc7361,Married,No,1816526,181653,363305,0,0,145322,127157,,181653,90826,54496,1928738
Name7362,40,Business,PAN7362X,Aadhar7362,BankAcc7362,Married,Yes,1653098,165310,330620,82655,247965,0,0,198372,165310,82655,49593,1765310
Name7363,75,Self-employed,PAN7363X,Aadhar7363,BankAcc7363,Married,Yes,156839,15684,31368,7842,23526,12547,10979,0,0,7842,4705,269051
Name7364,81,Business,PAN7364X,Aadhar7364,BankAcc7364,Single,No,551542,0,110308,27577,82731,44123,38608,0,55154,27577,16546,663754
Name7365,50,Salaried,PAN7365X,Aadhar7365,BankAcc7365,Single,No,1643644,164364,0,82182,246547,131492,115055,197237,164364,0,49309,1755856
Name7366,21,Self-employed,PAN7366X,Aadhar7366,BankAcc7366,Single,No,260986,0,,13049,39148,20879,18269,0,26099,13049,7830,373198
Name7367,91,Business,PAN7367X,Aadhar7367,BankAcc7367,Single,Yes,821718,82172,0,41086,123258,65737,57520,98606,0,0,24652,933930
Name7368,75,Self-employed,PAN7368X,Aadhar7368,BankAcc7368,Married,No,1593273,159327,318655,0,238991,127462,111529,191193,159327,79664,47798,1705485
Name7369,83,Business,PAN7369X,Aadhar7369,BankAcc7369,Single,No,1713415,171342,342683,0,257012,137073,119939,205610,171342,85671,51402,1825627
Name7370,76,Business,PAN7370X,Aadhar7370,BankAcc7370,Single,Yes,1323277,132328,264655,66164,0,105862,92629,158793,132328,66164,39698,1435489
Name7371,52,Business,PAN7371X,Aadhar7371,BankAcc7371,Single,No,1449878,144988,289976,72494,0,115990,0,173985,144988,72494,43496,1562090
Name7372,88,Business,PAN7372X,Aadhar7372,BankAcc7372,Married,Yes,1964511,196451,392902,0,294677,0,137516,235741,196451,98226,58935,2076723
Name7373,26,Business,PAN7373X,Aadhar7373,BankAcc7373,Married,No,1424670,0,0,0,213700,113974,99727,170960,142467,71234,42740,1536882
Name7374,51,Self-employed,PAN7374X,Aadhar7374,BankAcc7374,Married,Yes,108416,10842,0,0,0,8673,7589,13010,10842,5421,3252,220628
Name7375,61,Business,PAN7375X,Aadhar7375,BankAcc7375,Single,Yes,775579,0,155116,38779,116337,62046,54291,93069,0,38779,23267,887791
Name7376,72,Salaried,PAN7376X,Aadhar7376,BankAcc7376,Single,Yes,1110955,111096,222191,0,166643,88876,77767,133315,111096,55548,33329,1223167
Name7377,66,Self-employed,PAN7377X,Aadhar7377,BankAcc7377,Single,Yes,682442,68244,136488,34122,102366,54595,47771,81893,0,34122,20473,794654
Name7378,32,Self-employed,PAN7378X,Aadhar7378,BankAcc7378,Married,Yes,1153036,115304,230607,57652,0,92243,80713,138364,0,57652,34591,1265248
Name7379,53,Self-employed,PAN7379X,Aadhar7379,BankAcc7379,Single,Yes,569409,56941,0,0,85411,0,39859,68329,56941,28470,17082,681621
Name7380,74,Self-employed,PAN7380X,Aadhar7380,BankAcc7380,Single,Yes,877239,87724,175448,43862,131586,70179,0,105269,87724,43862,26317,989451
Name7381,85,Salaried,PAN7381X,Aadhar7381,BankAcc7381,Single,No,1490298,149030,298060,0,223545,119224,104321,178836,149030,74515,44709,1602510
Name7382,96,Self-employed,PAN7382X,Aadhar7382,BankAcc7382,Single,No,1576209,157621,0,0,236431,126097,110335,0,0,78810,47286,1688421
Name7383,20,Salaried,PAN7383X,Aadhar7383,BankAcc7383,Married,No,1472542,147254,0,73627,0,117803,103078,176705,147254,73627,44176,1584754
Name7384,54,Salaried,PAN7384X,Aadhar7384,BankAcc7384,Married,No,1003921,100392,0,0,150588,0,70274,120471,0,50196,30118,1116133
Name7385,96,Business,PAN7385X,Aadhar7385,BankAcc7385,Married,Yes,425830,42583,85166,21292,63874,34066,29808,51100,42583,21292,12775,538042
Name7386,97,Salaried,PAN7386X,Aadhar7386,BankAcc7386,Single,Yes,159511,15951,0,7976,23927,12761,11166,19141,0,7976,4785,271723
Name7387,41,Business,PAN7387X,Aadhar7387,BankAcc7387,Single,Yes,921602,92160,184320,46080,0,73728,64512,0,92160,46080,27648,1033814
Name7388,54,Self-employed,PAN7388X,Aadhar7388,BankAcc7388,Single,No,627376,62738,0,0,0,50190,43916,75285,62738,31369,18821,739588
Name7389,69,Business,PAN7389X,Aadhar7389,BankAcc7389,Single,No,1413145,141314,282629,0,211972,113052,0,169577,141314,70657,42394,1525357
Name7390,54,Salaried,PAN7390X,Aadhar7390,BankAcc7390,Married,No,542322,0,108464,0,81348,43386,37963,0,54232,27116,16270,654534
Name7391,25,Salaried,PAN7391X,Aadhar7391,BankAcc7391,Single,No,1183557,118356,236711,59178,0,94685,82849,142027,0,59178,35507,1295769
Name7392,96,Self-employed,PAN7392X,Aadhar7392,BankAcc7392,Single,Yes,1691406,169141,338281,0,253711,135312,118398,202969,169141,84570,50742,1803618
Name7393,75,Salaried,PAN7393X,Aadhar7393,BankAcc7393,Single,Yes,639201,63920,127840,31960,95880,51136,44744,76704,0,31960,19176,751413
Name7394,58,Business,PAN7394X,Aadhar7394,BankAcc7394,Single,Yes,1586916,158692,317383,0,0,126953,0,190430,158692,79346,47607,1699128
Name7395,94,Business,PAN7395X,Aadhar7395,BankAcc7395,Married,Yes,1461447,0,292289,73072,219217,0,102301,175374,146145,0,43843,1573659
Name7396,49,Business,PAN7396X,Aadhar7396,BankAcc7396,Single,Yes,1323918,132392,264784,0,0,105913,92674,158870,132392,66196,39718,1436130
Name7397,65,Business,PAN7397X,Aadhar7397,BankAcc7397,Single,No,1560387,156039,0,78019,0,124831,109227,187246,0,78019,46812,1672599
Name7398,96,Business,PAN7398X,Aadhar7398,BankAcc7398,Married,No,870415,87042,174083,43521,0,69633,0,104450,87042,43521,26112,982627
Name7399,40,Salaried,PAN7399X,Aadhar7399,BankAcc7399,Single,No,1791272,179127,358254,89564,268691,0,0,0,0,89564,53738,1903484
Name7400,85,Business,PAN7400X,Aadhar7400,BankAcc7400,Married,Yes,1922443,192244,0,96122,0,0,134571,230693,192244,96122,57673,2034655
Name7401,20,Business,PAN7401X,Aadhar7401,BankAcc7401,Single,Yes,265246,26525,0,13262,39787,21220,18567,0,26525,13262,7957,377458
Name7402,30,Business,PAN7402X,Aadhar7402,BankAcc7402,Married,Yes,1932590,193259,386518,0,289888,154607,135281,0,193259,96630,57978,2044802
Name7403,61,Salaried,PAN7403X,Aadhar7403,BankAcc7403,Married,Yes,1164902,116490,232980,58245,174735,93192,81543,139788,0,58245,34947,1277114
Name7404,70,Business,PAN7404X,Aadhar7404,BankAcc7404,Married,Yes,373313,0,74663,0,55997,29865,26132,44798,37331,18666,11199,485525
Name7405,29,Salaried,PAN7405X,Aadhar7405,BankAcc7405,Married,Yes,755459,0,0,37773,113319,60437,52882,90655,75546,37773,22664,867671
Name7406,100,Self-employed,PAN7406X,Aadhar7406,BankAcc7406,Single,Yes,245958,24596,49192,0,0,19677,17217,0,24596,12298,7379,358170
Name7407,43,Self-employed,PAN7407X,Aadhar7407,BankAcc7407,Single,No,1423646,142365,0,0,213547,113892,99655,170838,0,71182,42709,1535858
Name7408,29,Self-employed,PAN7408X,Aadhar7408,BankAcc7408,Married,No,804973,80497,0,40249,120746,64398,56348,96597,0,40249,24149,917185
Name7409,84,Business,PAN7409X,Aadhar7409,BankAcc7409,Single,No,921190,92119,184238,46060,0,73695,64483,110543,92119,0,27636,1033402
Name7410,97,Salaried,PAN7410X,Aadhar7410,BankAcc7410,Single,Yes,1859991,185999,371998,93000,278999,148799,130199,223199,0,93000,55800,1972203
Name7411,38,Business,PAN7411X,Aadhar7411,BankAcc7411,Married,No,1437049,143705,0,0,215557,114964,100593,172446,143705,71852,43111,1549261
Name7412,71,Salaried,PAN7412X,Aadhar7412,BankAcc7412,Married,Yes,127504,12750,25501,0,19126,0,8925,15300,12750,6375,3825,239716
Name7413,42,Salaried,PAN7413X,Aadhar7413,BankAcc7413,Single,No,185058,18506,37012,9253,27759,0,12954,22207,0,9253,5552,297270
Name7414,63,Self-employed,PAN7414X,Aadhar7414,BankAcc7414,Single,Yes,572506,0,114501,28625,85876,0,0,0,0,28625,17175,684718
Name7415,49,Salaried,PAN7415X,Aadhar7415,BankAcc7415,Single,Yes,671146,67115,0,0,100672,53692,46980,80538,67115,33557,20134,783358
Name7416,26,Self-employed,PAN7416X,Aadhar7416,BankAcc7416,Married,No,164384,16438,32877,0,24658,13151,11507,19726,16438,8219,4932,276596
Name7417,62,Salaried,PAN7417X,Aadhar7417,BankAcc7417,Single,No,23362,0,4672,1168,0,1869,1635,0,0,1168,701,135574
Name7418,20,Self-employed,PAN7418X,Aadhar7418,BankAcc7418,Married,No,73619,7362,14724,3681,11043,5890,5153,8834,7362,0,2209,185831
Name7419,71,Business,PAN7419X,Aadhar7419,BankAcc7419,Married,No,411687,41169,82337,20584,0,32935,28818,49402,41169,20584,12351,523899
Name7420,72,Business,PAN7420X,Aadhar7420,BankAcc7420,Single,No,1944178,194418,388836,0,,155534,136092,233301,194418,0,58325,2056390
Name7421,75,Self-employed,PAN7421X,Aadhar7421,BankAcc7421,Single,No,767185,76718,0,0,115078,61375,0,92062,76718,38359,23016,879397
Name7422,66,Self-employed,PAN7422X,Aadhar7422,BankAcc7422,Single,Yes,768566,76857,153713,0,115285,0,53800,,76857,38428,0,880778
Name7423,87,Business,PAN7423X,Aadhar7423,BankAcc7423,Married,Yes,1027281,102728,205456,51364,0,82182,71910,123274,102728,51364,0,1139493
Name7424,78,Salaried,PAN7424X,Aadhar7424,BankAcc7424,Single,Yes,639559,63956,0,31978,95934,51165,44769,76747,63956,31978,0,751771
Name7425,97,Self-employed,PAN7425X,Aadhar7425,BankAcc7425,Married,Yes,760194,76019,152039,38010,114029,60816,53214,91223,76019,38010,0,872406
Name7426,36,Salaried,PAN7426X,Aadhar7426,BankAcc7426,Single,No,1622284,0,0,0,243343,129783,113560,194674,0,81114,48669,1734496
Name7427,57,Business,PAN7427X,Aadhar7427,BankAcc7427,Single,Yes,85795,0,17159,0,12869,6864,0,10295,0,4290,2574,198007
Name7428,26,Business,PAN7428X,Aadhar7428,BankAcc7428,Single,Yes,1565633,0,313127,78282,234845,125251,109594,187876,156563,78282,46969,1677845
Name7429,63,Self-employed,PAN7429X,Aadhar7429,BankAcc7429,Single,No,1678518,167852,335704,83926,251778,134281,117496,201422,167852,83926,50356,1790730
Name7430,80,Self-employed,PAN7430X,Aadhar7430,BankAcc7430,Married,No,323231,32323,64646,16162,0,25858,22626,38788,0,16162,0,435443
Name7431,68,Business,PAN7431X,Aadhar7431,BankAcc7431,Married,No,1840736,0,368147,92037,276110,147259,128852,220888,184074,92037,55222,1952948
Name7432,92,Self-employed,PAN7432X,Aadhar7432,BankAcc7432,Married,Yes,1199198,119920,0,0,179880,95936,83944,143904,119920,59960,35976,1311410
Name7433,56,Self-employed,PAN7433X,Aadhar7433,BankAcc7433,Single,Yes,1523485,0,304697,0,228523,121879,106644,182818,152348,76174,45705,1635697
Name7434,29,Self-employed,PAN7434X,Aadhar7434,BankAcc7434,Married,No,541607,54161,108321,0,81241,43329,,0,54161,27080,16248,653819
Name7435,45,Business,PAN7435X,Aadhar7435,BankAcc7435,Single,No,1723846,172385,344769,0,0,137908,120669,206862,172385,86192,51715,1836058
Name7436,21,Salaried,PAN7436X,Aadhar7436,BankAcc7436,Married,Yes,748532,74853,149706,37427,0,59883,52397,89824,74853,0,22456,860744
Name7437,63,Self-employed,PAN7437X,Aadhar7437,BankAcc7437,Single,Yes,346311,34631,69262,0,51947,27705,24242,41557,34631,17316,10389,458523
Name7438,28,Self-employed,PAN7438X,Aadhar7438,BankAcc7438,Single,No,352914,35291,70583,17646,52937,28233,24704,42350,35291,17646,10587,465126
Name7439,32,Business,PAN7439X,Aadhar7439,BankAcc7439,Married,Yes,1589860,0,317972,79493,238479,0,111290,190783,158986,79493,47696,1702072
Name7440,85,Business,PAN7440X,Aadhar7440,BankAcc7440,Single,No,1068984,106898,213797,53449,0,85519,0,0,0,53449,32070,1181196
Name7441,41,Salaried,PAN7441X,Aadhar7441,BankAcc7441,Married,No,1009987,100999,0,0,151498,80799,70699,121198,0,50499,30300,1122199
Name7442,40,Salaried,PAN7442X,Aadhar7442,BankAcc7442,Single,No,1844597,184460,368919,0,276690,147568,129122,221352,0,92230,55338,1956809
Name7443,60,Salaried,PAN7443X,Aadhar7443,BankAcc7443,Single,Yes,1449550,0,289910,0,217432,115964,101469,173946,144955,72478,43486,1561762
Name7444,79,Business,PAN7444X,Aadhar7444,BankAcc7444,Married,No,1726086,0,0,86304,258913,0,120826,207130,172609,86304,51783,1838298
Name7445,30,Business,PAN7445X,Aadhar7445,BankAcc7445,Married,Yes,526486,52649,105297,26324,78973,42119,36854,63178,52649,26324,15795,638698
Name7446,95,Self-employed,PAN7446X,Aadhar7446,BankAcc7446,Married,Yes,1015292,0,0,50765,152294,81223,71070,121835,101529,50765,30459,1127504
